wrapper  | --> Wrapper Started as Daemon
jvm 2    | 2020-07-25 18:37:00,132+0000 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "org.sonatype.nexus.plugins:nexus-wonderland-plugin:2.14.18-01" was successful.
jvm 2    | 2020-07-25 18:37:00,132+0000 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "org.sonatype.nexus.plugins:nexus-webresources-plugin:2.14.18-01" was successful.
jvm 2    | 2020-07-25 18:37:00,132+0000 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "org.sonatype.nexus.plugins:nexus-ruby-plugin:2.14.18-01" was successful.
jvm 2    | 2020-07-25 18:37:00,132+0000 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "com.sonatype.nexus.plugins:nexus-m2-settings-template-plugin:2.14.18-01" was successful.
jvm 2    | 2020-07-25 18:37:00,132+0000 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "com.sonatype.nexus.plugins:nexus-procurement-plugin:2.14.18-01" was successful.
jvm 2    | 2020-07-25 18:37:00,132+0000 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "org.sonatype.nexus.plugins:nexus-restlet1x-plugin:2.14.18-01" was successful.
jvm 2    | 2020-07-25 18:37:00,132+0000 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "com.sonatype.nexus.plugins:nexus-analytics-plugin:2.14.18-01" was successful.
jvm 2    | 2020-07-25 18:37:00,132+0000 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "com.sonatype.nexus.plugins:nexus-ssl-plugin:2.14.18-01" was successful.
jvm 2    | 2020-07-25 18:37:00,132+0000 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "org.sonatype.nexus.plugins:nexus-siesta-plugin:2.14.18-01" was successful.
jvm 2    | 2020-07-25 18:37:00,132+0000 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "org.sonatype.nexus.plugins:nexus-yum-repository-plugin:2.14.18-01" was successful.
jvm 2    | 2020-07-25 18:37:00,132+0000 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "com.sonatype.nexus.plugins:nexuspro-support-plugin:2.14.18-01" was successful.
jvm 2    | 2020-07-25 18:37:00,132+0000 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "com.sonatype.nexus.plugins:nexus-branding-plugin:2.14.18-01" was successful.
jvm 2    | 2020-07-25 18:37:00,132+0000 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "org.sonatype.nexus.plugins:nexus-atlas-plugin:2.14.18-01" was successful.
jvm 2    | 2020-07-25 18:37:00,132+0000 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "org.sonatype.nexus.plugins:nexus-obr-plugin:2.14.18-01" was successful.
jvm 2    | 2020-07-25 18:37:00,132+0000 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "com.sonatype.nexus.plugins:nexuspro-yum-plugin:2.14.18-01" was successful.
jvm 2    | 2020-07-25 18:37:00,133+0000 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "com.sonatype.nexus.plugins:nexus-archive-browser-plugin:2.14.18-01" was successful.
jvm 2    | 2020-07-25 18:37:00,133+0000 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "org.sonatype.nexus.plugins:nexus-groovy-plugin:2.14.18-01" was successful.
jvm 2    | 2020-07-25 18:37:00,133+0000 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "com.sonatype.nexus.plugins:nexus-outreach-plugin:2.14.18-01" was successful.
jvm 2    | 2020-07-25 18:37:00,133+0000 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "com.sonatype.nexus.plugins:nexus-licensing-plugin:2.14.18-01" was successful.
jvm 2    | 2020-07-25 18:37:00,133+0000 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "org.sonatype.nexus.plugins:nexus-content-plugin:2.14.18-01" was successful.
jvm 2    | 2020-07-25 18:37:00,133+0000 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "org.sonatype.nexus.plugins:nexus-orient-plugin:2.14.18-01" was successful.
jvm 2    | 2020-07-25 18:37:00,133+0000 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "com.sonatype.nexus.plugins:nexus-ldap-plugin:2.14.18-01" was successful.
jvm 2    | 2020-07-25 18:37:00,133+0000 INFO  [jetty-main-1]  org.sonatype.nexus.events.EventSubscriberHost - Starting
jvm 2    | 2020-07-25 18:37:04,787+0000 INFO  [jetty-main-1]  org.sonatype.nexus.timeline.DefaultNexusTimeline - Initializing Nexus Timeline...
jvm 2    | 2020-07-25 18:37:04,789+0000 INFO  [jetty-main-1]  org.sonatype.nexus.timeline.DefaultNexusTimeline - Starting Nexus Timeline...
jvm 2    | 2020-07-25 18:37:05,024+0000 INFO  [jetty-main-1]  org.sonatype.timeline.internal.DefaultTimeline - Started Timeline...
jvm 2    | 2020-07-25 18:37:05,240+0000 INFO  [PeriodicLicenseValidatorImpl-timer]  com.sonatype.nexus.licensing.NexusLicenseChangeListener - License changed; valid: true
jvm 2    | 2020-07-25 18:37:06,003+0000 INFO  [jetty-main-1]  org.sonatype.nexus.orient.DatabaseServerImpl - OrientDB version: 2.1.14
jvm 2    | 2020-07-25 18:37:06,022+0000 INFO  [jetty-main-1]  com.orientechnologies.orient.server.OServer - OrientDB Server v2.1.14 is starting up...
jvm 2    | 2020-07-25 18:37:06,029+0000 INFO  [jetty-main-1]  com.orientechnologies.orient.server.OServer - Databases directory: /opt/sonatype-work/nexus/db
jvm 2    | 2020-07-25 18:37:06,064+0000 INFO  [jetty-main-1]  com.orientechnologies.orient.server.handler.OJMXPlugin - JMX plugin installed and active: profilerManaged=true
jvm 2    | 2020-07-25 18:37:06,065+0000 INFO  [jetty-main-1]  com.orientechnologies.orient.server.OServer - OrientDB Server v2.1.14 is active.
jvm 2    | 2020-07-25 18:37:06,065+0000 INFO  [jetty-main-1]  org.sonatype.nexus.orient.DatabaseServerImpl - Activated
jvm 2    | 2020-07-25 18:37:06,065+0000 INFO  [jetty-main-1]  org.sonatype.nexus.configuration.application.DefaultNexusConfiguration - Loading Nexus Configuration...
jvm 2    | 2020-07-25 18:37:06,081+0000 INFO  [jetty-main-1]  org.sonatype.nexus.configuration.source.StaticConfigurationSource - Configuration loaded successfully.
jvm 2    | 2020-07-25 18:37:06,090+0000 INFO  [jetty-main-1]  org.sonatype.nexus.configuration.source.FileConfigurationSource - Configuration loaded successfully.
jvm 2    | 2020-07-25 18:37:06,290+0000 INFO  [jetty-main-1]  org.sonatype.nexus.configuration.source.FileConfigurationSource - Nexus configuration validated successfully.
jvm 2    | 2020-07-25 18:37:06,292+0000 INFO  [jetty-main-1]  org.sonatype.nexus.configuration.ModelUtils - Loading model /opt/sonatype-work/nexus/conf/procurement.xml
jvm 2    | 2020-07-25 18:37:06,377+0000 INFO  [jetty-main-1]  org.sonatype.nexus.configuration.application.DefaultNexusConfiguration - Applying Nexus Configuration...
jvm 2    | 2020-07-25 18:37:06,420+0000 INFO  [jetty-main-1]  org.sonatype.security.configuration.source.FileSecurityConfigurationSource - Loading Security configuration from /opt/nexus/../sonatype-work/nexus/conf/security-configuration.xml
jvm 2    | 2020-07-25 18:37:06,437+0000 INFO  [jetty-main-1]  org.apache.shiro.cache.ehcache.EhCacheManager - Cache with name 'XmlAuthenticatingRealm.authorizationCache' does not yet exist.  Creating now.
jvm 2    | 2020-07-25 18:37:06,438+0000 INFO  [jetty-main-1]  org.apache.shiro.cache.ehcache.EhCacheManager - Added EhCache named [XmlAuthenticatingRealm.authorizationCache]
jvm 2    | 2020-07-25 18:37:06,439+0000 INFO  [jetty-main-1]  org.apache.shiro.cache.ehcache.EhCacheManager - Cache with name 'XmlAuthorizingRealm.authorizationCache' does not yet exist.  Creating now.
jvm 2    | 2020-07-25 18:37:06,440+0000 INFO  [jetty-main-1]  org.apache.shiro.cache.ehcache.EhCacheManager - Added EhCache named [XmlAuthorizingRealm.authorizationCache]
jvm 2    | 2020-07-25 18:37:06,497+0000 INFO  [jetty-main-1]  org.sonatype.nexus.proxy.attributes.DefaultLSAttributeStorage - Default FS AttributeStorage in place, using JacksonJSON marshaller. 
jvm 2    | 2020-07-25 18:37:07,270+0000 INFO  [jetty-main-1]  org.sonatype.nexus.proxy.registry.DefaultRepositoryRegistry - Added repository "Central" [id=central][contentClass=Maven2][mainFacet=org.sonatype.nexus.proxy.maven.MavenProxyRepository]
jvm 2    | 2020-07-25 18:37:07,327+0000 INFO  [jetty-main-1]  org.sonatype.nexus.proxy.registry.DefaultRepositoryRegistry - Added repository "Apache Snapshots" [id=apache-snapshots][contentClass=Maven2][mainFacet=org.sonatype.nexus.proxy.maven.MavenProxyRepository]
jvm 2    | 2020-07-25 18:37:07,479+0000 INFO  [jetty-main-1]  org.sonatype.nexus.proxy.registry.DefaultRepositoryRegistry - Added repository "Releases" [id=releases][contentClass=Maven2][mainFacet=org.sonatype.nexus.proxy.maven.MavenHostedRepository]
jvm 2    | 2020-07-25 18:37:07,551+0000 INFO  [jetty-main-1]  org.sonatype.nexus.proxy.registry.DefaultRepositoryRegistry - Added repository "Snapshots" [id=snapshots][contentClass=Maven2][mainFacet=org.sonatype.nexus.proxy.maven.MavenHostedRepository]
jvm 2    | 2020-07-25 18:37:07,660+0000 INFO  [jetty-main-1]  org.sonatype.nexus.proxy.registry.DefaultRepositoryRegistry - Added repository "3rd party" [id=thirdparty][contentClass=Maven2][mainFacet=org.sonatype.nexus.proxy.maven.MavenHostedRepository]
jvm 2    | 2020-07-25 18:37:07,694+0000 INFO  [jetty-main-1]  org.sonatype.nexus.proxy.registry.DefaultRepositoryRegistry - Added repository "Central M1 shadow" [id=central-m1][contentClass=Maven1][mainFacet=org.sonatype.nexus.proxy.maven.MavenShadowRepository]
jvm 2    | 2020-07-25 18:37:07,735+0000 INFO  [jetty-main-1]  org.sonatype.nexus.proxy.registry.DefaultRepositoryRegistry - Added repository "snapshotRepo" [id=snapshotRepo][contentClass=Maven2][mainFacet=org.sonatype.nexus.proxy.maven.MavenHostedRepository]
jvm 2    | 2020-07-25 18:37:07,768+0000 INFO  [jetty-main-1]  org.sonatype.nexus.proxy.registry.DefaultRepositoryRegistry - Added repository "releaseRepo" [id=releaseRepo][contentClass=Maven2][mainFacet=org.sonatype.nexus.proxy.maven.MavenHostedRepository]
jvm 2    | 2020-07-25 18:37:07,827+0000 INFO  [jetty-main-1]  org.sonatype.nexus.proxy.registry.DefaultRepositoryRegistry - Added repository "Public Repositories" [id=public][contentClass=Maven2][mainFacet=org.sonatype.nexus.proxy.repository.GroupRepository]
jvm 2    | 2020-07-25 18:37:07,828+0000 INFO  [jetty-main-1]  org.sonatype.scheduling.DefaultScheduler - Initializing Scheduler...
jvm 2    | 2020-07-25 18:37:07,828+0000 INFO  [jetty-main-1]  org.sonatype.nexus.scheduling.internal.DefaultTaskConfigManager - 0 task(s) to load.
jvm 2    | 2020-07-25 18:37:07,828+0000 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - Nexus Work Directory : /opt/sonatype-work/nexus
jvm 2    | 2020-07-25 18:37:07,828+0000 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - Started Nexus Repository Manager PRO 2.14.18-01
jvm 2    | 2020-07-25 18:37:08,457+0000 INFO  [jetty-main-1]  com.sonatype.nexus.plugins.nuget.odata.NugetODataGalleryMigrator - Starting Nuget DB migration.
jvm 2    | 2020-07-25 18:37:08,461+0000 INFO  [jetty-main-1]  com.sonatype.nexus.plugins.nuget.odata.NugetODataGalleryMigrator - Completed Nuget DB migration.
jvm 2    | 2020-07-25 18:37:08,591+0000 INFO  [pxpool-1-thread-1] *TASK org.sonatype.nexus.index.tasks.UpdateIndexTask - Scheduled task (UpdateIndexTask) started :: Updating repository index "Public Repositories" from path null and below.
jvm 2    | 2020-07-25 18:37:08,768+0000 INFO  [jetty-main-1]  com.sonatype.nexus.plugins.smartproxy.internal.LocalNodeAccessImpl - Node-ID: 78F6B77E-88FF229B-8B7240B8-7DA609CB-43BF3D38
jvm 2    | 2020-07-25 18:37:08,772+0000 INFO  [jetty-main-1]  org.apache.activemq.broker.BrokerService - Loaded the Bouncy Castle security provider.
jvm 2    | 2020-07-25 18:37:08,838+0000 INFO  [jetty-main-1]  org.apache.activemq.store.kahadb.plist.PListStoreImpl - ExtPListStore{path=/opt/sonatype-work/nexus/broker/temp} started
jvm 2    | 2020-07-25 18:37:08,850+0000 INFO  [pxpool-1-thread-1] *TASK org.sonatype.nexus.index.NexusScanningListener - Scanning of repositoryID="releases" started.
jvm 2    | 2020-07-25 18:37:08,932+0000 INFO  [jetty-main-1]  com.sonatype.nexus.plugins.smartproxy.internal.messaging.broker.ExtBrokerServiceFactory - Configuring via: file:/opt/sonatype-work/nexus/conf/broker.groovy
jvm 2    | 2020-07-25 18:37:08,978+0000 INFO  [pxpool-1-thread-1] *TASK org.sonatype.nexus.index.NexusScanningListener - Scanning of repositoryID="releases" finished: scanned=0, added=0, updated=0, removed=0, scanningDuration=0:00:00.123
jvm 2    | 2020-07-25 18:37:09,002+0000 INFO  [pxpool-1-thread-1] *TASK org.sonatype.nexus.index.DefaultIndexerManager - Publishing index for repository releases
jvm 2    | 2020-07-25 18:37:09,143+0000 INFO  [pxpool-1-thread-1] *TASK org.sonatype.nexus.index.NexusScanningListener - Scanning of repositoryID="snapshots" started.
jvm 2    | 2020-07-25 18:37:09,215+0000 INFO  [pxpool-1-thread-1] *TASK org.sonatype.nexus.index.NexusScanningListener - Scanning of repositoryID="snapshots" finished: scanned=0, added=0, updated=0, removed=0, scanningDuration=0:00:00.072
jvm 2    | 2020-07-25 18:37:09,228+0000 INFO  [pxpool-1-thread-1] *TASK org.sonatype.nexus.index.DefaultIndexerManager - Publishing index for repository snapshots
jvm 2    | 2020-07-25 18:37:09,366+0000 INFO  [pxpool-1-thread-1] *TASK org.sonatype.nexus.index.NexusScanningListener - Scanning of repositoryID="thirdparty" started.
jvm 2    | 2020-07-25 18:37:09,597+0000 INFO  [pxpool-1-thread-1] *TASK org.sonatype.nexus.index.NexusScanningListener - Scanning of repositoryID="thirdparty" finished: scanned=0, added=0, updated=0, removed=0, scanningDuration=0:00:00.231
jvm 2    | 2020-07-25 18:37:09,613+0000 INFO  [pxpool-1-thread-1] *TASK org.sonatype.nexus.index.DefaultIndexerManager - Publishing index for repository thirdparty
jvm 2    | 2020-07-25 18:37:09,686+0000 INFO  [jetty-main-1]  org.apache.activemq.broker.BrokerService - Using Persistence Adapter: ExtKahaDbPersistenceAdapter{path=/opt/sonatype-work/nexus/broker/store}
jvm 2    | 2020-07-25 18:37:09,723+0000 INFO  [pxpool-1-thread-1] *TASK org.sonatype.nexus.index.NexusScanningListener - Scanning of repositoryID="central" started.
jvm 2    | 2020-07-25 18:37:09,994+0000 INFO  [pxpool-1-thread-1] *TASK org.sonatype.nexus.index.NexusScanningListener - Scanning of repositoryID="central" finished: scanned=0, added=0, updated=0, removed=0, scanningDuration=0:00:00.271
jvm 2    | 2020-07-25 18:37:09,995+0000 INFO  [pxpool-1-thread-1] *TASK org.sonatype.nexus.index.DefaultIndexerManager - Publishing index for repository central
jvm 2    | 2020-07-25 18:37:10,073+0000 INFO  [jetty-main-1]  org.apache.activemq.store.kahadb.MessageDatabase - KahaDB is version 5
jvm 2    | 2020-07-25 18:37:10,100+0000 INFO  [pxpool-1-thread-1] *TASK org.sonatype.nexus.index.DefaultIndexerManager - Publishing index for repository public
jvm 2    | 2020-07-25 18:37:10,135+0000 INFO  [jetty-main-1]  org.apache.activemq.store.kahadb.MessageDatabase - Recovering from the journal ...
jvm 2    | 2020-07-25 18:37:10,149+0000 INFO  [jetty-main-1]  org.apache.activemq.store.kahadb.MessageDatabase - Recovery replayed 127 operations from the journal in 0.067 seconds.
jvm 2    | 2020-07-25 18:37:10,189+0000 INFO  [pxpool-1-thread-1] *TASK org.sonatype.nexus.index.tasks.UpdateIndexTask - Scheduled task (UpdateIndexTask) finished :: Updating repository index "Public Repositories" from path null and below. (started 2020-07-25T18:37:08+00:00, runtime 0:00:01.597)
jvm 2    | 2020-07-25 18:37:10,247+0000 INFO  [pxpool-1-thread-1] *TASK org.sonatype.nexus.configuration.application.DefaultNexusConfiguration - Applying Nexus Configuration due to changes in [Scheduled Tasks] made by *TASK...
jvm 2    | 2020-07-25 18:37:10,376+0000 INFO  [jetty-main-1]  org.apache.activemq.broker.BrokerService - Apache ActiveMQ 5.9.1 (78F6B77E-88FF229B-8B7240B8-7DA609CB-43BF3D38, ID:ip-172-31-35-188.us-east-2.compute.internal-38913-1595702230234-0:1) is starting
jvm 2    | 2020-07-25 18:37:10,382+0000 INFO  [jetty-main-1]  org.apache.activemq.broker.BrokerService - Apache ActiveMQ 5.9.1 (78F6B77E-88FF229B-8B7240B8-7DA609CB-43BF3D38, ID:ip-172-31-35-188.us-east-2.compute.internal-38913-1595702230234-0:1) started
jvm 2    | 2020-07-25 18:37:10,382+0000 INFO  [jetty-main-1]  org.apache.activemq.broker.BrokerService - For help or more information please see: http://activemq.apache.org
jvm 2    | 2020-07-25 18:37:10,382+0000 WARN  [jetty-main-1]  org.apache.activemq.broker.BrokerService - Store limit is 102400 mb (current store usage is 0 mb). The data directory: /opt/sonatype-work/nexus/broker/store only has 8531 mb of usable space - resetting to maximum available disk space: 8531 mb
jvm 2    | 2020-07-25 18:37:10,382+0000 ERROR [jetty-main-1]  org.apache.activemq.broker.BrokerService - Temporary Store limit is 51200 mb, whilst the temporary data directory: /opt/sonatype-work/nexus/broker/temp only has 8531 mb of usable space - resetting to maximum available 8531 mb.
jvm 2    | 2020-07-25 18:37:10,446+0000 INFO  [jetty-main-1]  org.sonatype.nexus.webapp.WebappBootstrap - Initialized
jvm 2    | 2020-07-25 18:37:10,727+0000 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule - Resources:
jvm 2    | 2020-07-25 18:37:10,727+0000 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/analytics/events
jvm 2    | 2020-07-25 18:37:10,728+0000 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/analytics/settings
jvm 2    | 2020-07-25 18:37:10,728+0000 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/atlas/security-diagnostic
jvm 2    | 2020-07-25 18:37:10,728+0000 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/atlas/support-zip
jvm 2    | 2020-07-25 18:37:10,728+0000 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/atlas/system-information
jvm 2    | 2020-07-25 18:37:10,728+0000 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/capabilities
jvm 2    | 2020-07-25 18:37:10,728+0000 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/capabilities/stores
jvm 2    | 2020-07-25 18:37:10,728+0000 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/capabilities/types
jvm 2    | 2020-07-25 18:37:10,728+0000 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/clm
jvm 2    | 2020-07-25 18:37:10,728+0000 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/clm/applications
jvm 2    | 2020-07-25 18:37:10,728+0000 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/clm/firewall
jvm 2    | 2020-07-25 18:37:10,728+0000 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/compat/usertoken
jvm 2    | 2020-07-25 18:37:10,728+0000 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/crowd/config
jvm 2    | 2020-07-25 18:37:10,728+0000 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/healthcheck/clm
jvm 2    | 2020-07-25 18:37:10,728+0000 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/healthcheck/gaDetails
jvm 2    | 2020-07-25 18:37:10,728+0000 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/healthcheck/gavDetails
jvm 2    | 2020-07-25 18:37:10,728+0000 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/healthcheck/gavDetailsPro
jvm 2    | 2020-07-25 18:37:10,728+0000 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/healthcheck/healthCheckDetail/{repositoryId}/{path:.*}
jvm 2    | 2020-07-25 18:37:10,728+0000 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/healthcheck/healthCheckEula
jvm 2    | 2020-07-25 18:37:10,728+0000 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/healthcheck/healthCheckFileDetail
jvm 2    | 2020-07-25 18:37:10,728+0000 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/healthcheck/healthCheckInfo
jvm 2    | 2020-07-25 18:37:10,728+0000 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/healthcheck/healthCheckStatus
jvm 2    | 2020-07-25 18:37:10,728+0000 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/healthcheck/healthCheckSummary/{repositoryId}/{path:.*}
jvm 2    | 2020-07-25 18:37:10,728+0000 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/logging/log
jvm 2    | 2020-07-25 18:37:10,728+0000 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/logging/loggers
jvm 2    | 2020-07-25 18:37:10,728+0000 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/migrationagent/configuration
jvm 2    | 2020-07-25 18:37:10,728+0000 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/migrationagent/repository
jvm 2    | 2020-07-25 18:37:10,728+0000 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/migrationagent/repository-changelog
jvm 2    | 2020-07-25 18:37:10,728+0000 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/migrationagent/repository-content
jvm 2    | 2020-07-25 18:37:10,728+0000 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/migrationagent/repository-migration
jvm 2    | 2020-07-25 18:37:10,728+0000 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/migrationagent/status
jvm 2    | 2020-07-25 18:37:10,728+0000 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/ssl/certificates
jvm 2    | 2020-07-25 18:37:10,728+0000 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/ssl/truststore
jvm 2    | 2020-07-25 18:37:10,728+0000 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/ssl/truststore/key
jvm 2    | 2020-07-25 18:37:10,728+0000 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/usertoken/authenticate
jvm 2    | 2020-07-25 18:37:10,729+0000 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/usertoken/current
jvm 2    | 2020-07-25 18:37:10,729+0000 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/usertoken/settings
jvm 2    | 2020-07-25 18:37:10,729+0000 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/usertoken/status
jvm 2    | 2020-07-25 18:37:10,729+0000 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/usertoken/users
jvm 2    | 2020-07-25 18:37:10,729+0000 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/usertoken/users/{userName}
jvm 2    | 2020-07-25 18:37:10,729+0000 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/wonderland/authenticate
jvm 2    | 2020-07-25 18:37:10,729+0000 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/wonderland/download
jvm 2    | 2020-07-25 18:37:10,729+0000 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/wonderland/settings
jvm 2    | 2020-07-25 18:37:10,729+0000 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule - Components:
jvm 2    | 2020-07-25 18:37:10,729+0000 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   org.sonatype.nexus.plugins.capabilities.internal.rest.CapabilityNotFoundExceptionMapper
jvm 2    | 2020-07-25 18:37:10,729+0000 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   org.sonatype.nexus.plugins.siesta.AuthorizationExceptionMapper
jvm 2    | 2020-07-25 18:37:10,729+0000 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   org.sonatype.nexus.plugins.siesta.ErrorStatusRuntimeExceptionMapper
jvm 2    | 2020-07-25 18:37:10,729+0000 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   org.sonatype.nexus.plugins.siesta.InvalidConfigurationExceptionMapper
jvm 2    | 2020-07-25 18:37:10,729+0000 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   org.sonatype.nexus.plugins.siesta.NoSuchRepositoryExceptionMapper
jvm 2    | 2020-07-25 18:37:10,729+0000 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   org.sonatype.sisu.siesta.jackson.JacksonProvider
jvm 2    | 2020-07-25 18:37:10,729+0000 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   org.sonatype.sisu.siesta.server.internal.mappers.BadRequestExceptionMapper
